groupe,code_h,ligne,valeurs
Charge,5.1.2.1.,Amortissement - Téléphonie,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '3 €', 'Budget Feb 2025': '3 €', 'Budget Mar 2025': '3 €', 'Budget Apr 2025': '3 €', 'Budget May 2025': '3 €', 'Budget Jun 2025': '3 €', 'Budget Jul 2025': '3 €', 'Budget Aug 2025': '3 €', 'Budget Sep 2025': '3 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '3 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,5.1.3.,Amortissement Mobilier Travaux,"{'Réel Jan 2022': '756 €', 'Réel Feb 2022': '683 €', 'Réel Mar 2022': '756 €', 'Réel Apr 2022': '732 €', 'Réel May 2022': '756 €', 'Réel Jun 2022': '732 €', 'Réel Jul 2022': '1096 €', 'Réel Aug 2022': '1562 €', 'Réel Sep 2022': '1511 €', 'Réel Oct 2022': '1562 €', 'Réel Nov 2022': '1511 €', 'Réel Dec 2022': '1562 €', 'Réel Jan 2023': '1563 €', 'Réel Feb 2023': '1412 €', 'Réel Mar 2023': '1555 €', 'Réel Apr 2023': '1490 €', 'Réel May 2023': '1539 €', 'Réel Jun 2023': '1550 €', 'Réel Jul 2023': '1538 €', 'Réel Aug 2023': '1499 €', 'Réel Sep 2023': '1448 €', 'Réel Oct 2023': '2445 €', 'Réel Nov 2023': '1824 €', 'Réel Dec 2023': '1867 €', 'Réel Jan 2024': '1858 €', 'Réel Feb 2024': '1738 €', 'Réel Mar 2024': '1866 €', 'Réel Apr 2024': '1824 €', 'Réel May 2024': '1885 €', 'Réel Jun 2024': '1811 €', 'Réel Jul 2024': '1838 €', 'Réel Aug 2024': '1793 €', 'Réel Sep 2024': '1727 €', 'Réel Oct 2024': '1817 €', 'Réel Nov 2024': '1416 €', 'Réel Dec 2024': '1463 €', 'Budget Jan 2025': '2811 €', 'Budget Feb 2025': '2630 €', 'Budget Mar 2025': '2812 €', 'Budget Apr 2025': '2721 €', 'Budget May 2025': '2812 €', 'Budget Jun 2025': '2721 €', 'Budget Jul 2025': '2781 €', 'Budget Aug 2025': '2712 €', 'Budget Sep 2025': '2613 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '2436 €', 'Prévision Jan 2025': '1467 €', 'Prévision Feb 2025': '1325 €', 'Prévision Mar 2025': '1467 €', 'Prévision Apr 2025': '1420 €', 'Prévision May 2025': '1467 €', 'Prévision Jun 2025': '1420 €', 'Prévision Jul 2025': '1837 €', 'Prévision Aug 2025': '1794 €', 'Prévision Sep 2025': '2613 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '2436 €', 'Budget Jan 2026': '1961 €', 'Budget Feb 2026': '1823 €', 'Budget Mar 2026': '1961 €', 'Budget Apr 2026': '1915 €', 'Budget May 2026': '1961 €', 'Budget Jun 2026': '1915 €', 'Budget Jul 2026': '2331 €', 'Budget Aug 2026': '2289 €', 'Budget Sep 2026': '2232 €', 'Budget Oct 2026': '2289 €', 'Budget Nov 2026': '2232 €', 'Budget Dec 2026': '2289 €'}"
Charge,5.1.3.1.,Mat. Para Hôtelier - Amortissement,"{'Réel Jan 2022': '28 €', 'Réel Feb 2022': '25 €', 'Réel Mar 2022': '28 €', 'Réel Apr 2022': '27 €', 'Réel May 2022': '28 €', 'Réel Jun 2022': '27 €', 'Réel Jul 2022': '28 €', 'Réel Aug 2022': '28 €', 'Réel Sep 2022': '27 €', 'Réel Oct 2022': '28 €', 'Réel Nov 2022': '27 €', 'Réel Dec 2022': '28 €', 'Réel Jan 2023': '28 €', 'Réel Feb 2023': '25 €', 'Réel Mar 2023': '28 €', 'Réel Apr 2023': '27 €', 'Réel May 2023': '28 €', 'Réel Jun 2023': '27 €', 'Réel Jul 2023': '28 €', 'Réel Aug 2023': '28 €', 'Réel Sep 2023': '27 €', 'Réel Oct 2023': '28 €', 'Réel Nov 2023': '27 €', 'Réel Dec 2023': '28 €', 'Réel Jan 2024': '28 €', 'Réel Feb 2024': '26 €', 'Réel Mar 2024': '37 €', 'Réel Apr 2024': '54 €', 'Réel May 2024': '56 €', 'Réel Jun 2024': '40 €', 'Réel Jul 2024': '28 €', 'Réel Aug 2024': '28 €', 'Réel Sep 2024': '27 €', 'Réel Oct 2024': '228 €', 'Réel Nov 2024': '27 €', 'Réel Dec 2024': '28 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '28 €', 'Prévision Feb 2025': '25 €', 'Prévision Mar 2025': '28 €', 'Prévision Apr 2025': '27 €', 'Prévision May 2025': '28 €', 'Prévision Jun 2025': '27 €', 'Prévision Jul 2025': '28 €', 'Prévision Aug 2025': '28 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,5.1.3.3.,Mobilier - Amortissement,"{'Réel Jan 2022': '728 €', 'Réel Feb 2022': '658 €', 'Réel Mar 2022': '728 €', 'Réel Apr 2022': '705 €', 'Réel May 2022': '728 €', 'Réel Jun 2022': '705 €', 'Réel Jul 2022': '1068 €', 'Réel Aug 2022': '1534 €', 'Réel Sep 2022': '1484 €', 'Réel Oct 2022': '1534 €', 'Réel Nov 2022': '1484 €', 'Réel Dec 2022': '1534 €', 'Réel Jan 2023': '1535 €', 'Réel Feb 2023': '1387 €', 'Réel Mar 2023': '1527 €', 'Réel Apr 2023': '1463 €', 'Réel May 2023': '1512 €', 'Réel Jun 2023': '1523 €', 'Réel Jul 2023': '1510 €', 'Réel Aug 2023': '1471 €', 'Réel Sep 2023': '1421 €', 'Réel Oct 2023': '2417 €', 'Réel Nov 2023': '1797 €', 'Réel Dec 2023': '1839 €', 'Réel Jan 2024': '1830 €', 'Réel Feb 2024': '1712 €', 'Réel Mar 2024': '1830 €', 'Réel Apr 2024': '1771 €', 'Réel May 2024': '1830 €', 'Réel Jun 2024': '1771 €', 'Réel Jul 2024': '1810 €', 'Réel Aug 2024': '1765 €', 'Réel Sep 2024': '1701 €', 'Réel Oct 2024': '1589 €', 'Réel Nov 2024': '1389 €', 'Réel Dec 2024': '1435 €', 'Budget Jan 2025': '2811 €', 'Budget Feb 2025': '2630 €', 'Budget Mar 2025': '2812 €', 'Budget Apr 2025': '2721 €', 'Budget May 2025': '2812 €', 'Budget Jun 2025': '2721 €', 'Budget Jul 2025': '2781 €', 'Budget Aug 2025': '2712 €', 'Budget Sep 2025': '2613 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '2436 €', 'Prévision Jan 2025': '1439 €', 'Prévision Feb 2025': '1300 €', 'Prévision Mar 2025': '1439 €', 'Prévision Apr 2025': '1393 €', 'Prévision May 2025': '1439 €', 'Prévision Jun 2025': '1393 €', 'Prévision Jul 2025': '1809 €', 'Prévision Aug 2025': '1767 €', 'Prévision Sep 2025': '2613 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '2436 €', 'Budget Jan 2026': '1961 €', 'Budget Feb 2026': '1823 €', 'Budget Mar 2026': '1961 €', 'Budget Apr 2026': '1915 €', 'Budget May 2026': '1961 €', 'Budget Jun 2026': '1915 €', 'Budget Jul 2026': '2331 €', 'Budget Aug 2026': '2289 €', 'Budget Sep 2026': '2232 €', 'Budget Oct 2026': '2289 €', 'Budget Nov 2026': '2232 €', 'Budget Dec 2026': '2289 €'}"
Charge,5.1.4.,Agencement - Amortissement 80200003,"{'Réel Jan 2022': '92 €', 'Réel Feb 2022': '84 €', 'Réel Mar 2022': '92 €', 'Réel Apr 2022': '89 €', 'Réel May 2022': '106 €', 'Réel Jun 2022': '134 €', 'Réel Jul 2022': '139 €', 'Réel Aug 2022': '139 €', 'Réel Sep 2022': '134 €', 'Réel Oct 2022': '139 €', 'Réel Nov 2022': '139 €', 'Réel Dec 2022': '284 €', 'Réel Jan 2023': '407 €', 'Réel Feb 2023': '368 €', 'Réel Mar 2023': '407 €', 'Réel Apr 2023': '394 €', 'Réel May 2023': '407 €', 'Réel Jun 2023': '394 €', 'Réel Jul 2023': '407 €', 'Réel Aug 2023': '407 €', 'Réel Sep 2023': '394 €', 'Réel Oct 2023': '782 €', 'Réel Nov 2023': '518 €', 'Réel Dec 2023': '535 €', 'Réel Jan 2024': '534 €', 'Réel Feb 2024': '499 €', 'Réel Mar 2024': '534 €', 'Réel Apr 2024': '516 €', 'Réel May 2024': '534 €', 'Réel Jun 2024': '516 €', 'Réel Jul 2024': '578 €', 'Réel Aug 2024': '579 €', 'Réel Sep 2024': '614 €', 'Réel Oct 2024': '743 €', 'Réel Nov 2024': '694 €', 'Réel Dec 2024': '718 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '757 €', 'Prévision Feb 2025': '684 €', 'Prévision Mar 2025': '757 €', 'Prévision Apr 2025': '733 €', 'Prévision May 2025': '758 €', 'Prévision Jun 2025': '733 €', 'Prévision Jul 2025': '757 €', 'Prévision Aug 2025': '758 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '785 €', 'Budget Feb 2026': '709 €', 'Budget Mar 2026': '785 €', 'Budget Apr 2026': '760 €', 'Budget May 2026': '785 €', 'Budget Jun 2026': '760 €', 'Budget Jul 2026': '785 €', 'Budget Aug 2026': '785 €', 'Budget Sep 2026': '760 €', 'Budget Oct 2026': '785 €', 'Budget Nov 2026': '760 €', 'Budget Dec 2026': '785 €'}"
Charge,5.1.6.,Mobilier - CB et Loc Financière,"{'Réel Jan 2022': '66 €', 'Réel Feb 2022': '66 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,5.2.,LOYERS REVERSES PROPRIETAIRES,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '146138 €', 'Réel Mar 2022': '62560 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '146138 €', 'Réel Jun 2022': '62560 €', 'Réel Jul 2022': '-30 €', 'Réel Aug 2022': '145852 €', 'Réel Sep 2022': '63114 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '147747 €', 'Réel Dec 2022': '64309 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '147747 €', 'Réel Mar 2023': '64309 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '148694 €', 'Réel Jun 2023': '64350 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '148396 €', 'Réel Sep 2023': '64329 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '153404 €', 'Réel Dec 2023': '66012 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '153404 €', 'Réel Mar 2024': '66012 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '153404 €', 'Réel Jun 2024': '66012 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '153404 €', 'Réel Sep 2024': '66012 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '156300 €', 'Réel Dec 2024': '67740 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '159461 €', 'Budget Mar 2025': '68618 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '159461 €', 'Budget Jun 2025': '68618 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '159461 €', 'Budget Sep 2025': '68618 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '162472 €', 'Budget Dec 2025': '71632 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '156300 €', 'Prévision Mar 2025': '67740 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '156300 €', 'Prévision Jun 2025': '67260 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '155489 €', 'Prévision Sep 2025': '68618 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '162472 €', 'Prévision Dec 2025': '71632 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '228031 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '228031 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '228031 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '232592 €'}"
Charge,5.2.1.,Loyers reversés aux propriétaires,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '146138 €', 'Réel Mar 2022': '62560 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '146138 €', 'Réel Jun 2022': '62560 €', 'Réel Jul 2022': '-30 €', 'Réel Aug 2022': '145852 €', 'Réel Sep 2022': '63114 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '147747 €', 'Réel Dec 2022': '64309 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '147747 €', 'Réel Mar 2023': '64309 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '148694 €', 'Réel Jun 2023': '64350 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '148396 €', 'Réel Sep 2023': '64329 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '153404 €', 'Réel Dec 2023': '66012 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '153404 €', 'Réel Mar 2024': '66012 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '153404 €', 'Réel Jun 2024': '66012 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '153404 €', 'Réel Sep 2024': '66012 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '156300 €', 'Réel Dec 2024': '67740 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '159461 €', 'Budget Mar 2025': '68618 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '159461 €', 'Budget Jun 2025': '68618 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '159461 €', 'Budget Sep 2025': '68618 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '162472 €', 'Budget Dec 2025': '71632 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '156300 €', 'Prévision Mar 2025': '67740 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '156300 €', 'Prévision Jun 2025': '67260 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '155489 €', 'Prévision Sep 2025': '68618 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '162472 €', 'Prévision Dec 2025': '71632 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '228031 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '228031 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '228031 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '232592 €'}"
Charge,5.3.,GROS TRAVAUX,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '26540 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '943 €', 'Budget Feb 2025': '943 €', 'Budget Mar 2025': '943 €', 'Budget Apr 2025': '943 €', 'Budget May 2025': '943 €', 'Budget Jun 2025': '943 €', 'Budget Jul 2025': '943 €', 'Budget Aug 2025': '943 €', 'Budget Sep 2025': '943 €', 'Budget Oct 2025': '943 €', 'Budget Nov 2025': '943 €', 'Budget Dec 2025': '943 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '943 €', 'Prévision Oct 2025': '943 €', 'Prévision Nov 2025': '943 €', 'Prévision Dec 2025': '943 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,5.3.1.,Gros travaux Parties Privatives,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '943 €', 'Budget Feb 2025': '943 €', 'Budget Mar 2025': '943 €', 'Budget Apr 2025': '943 €', 'Budget May 2025': '943 €', 'Budget Jun 2025': '943 €', 'Budget Jul 2025': '943 €', 'Budget Aug 2025': '943 €', 'Budget Sep 2025': '943 €', 'Budget Oct 2025': '943 €', 'Budget Nov 2025': '943 €', 'Budget Dec 2025': '943 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '943 €', 'Prévision Oct 2025': '943 €', 'Prévision Nov 2025': '943 €', 'Prévision Dec 2025': '943 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
