groupe,code_h,ligne,valeurs
Chiffre d'affaire,1.2.9.,Subvention d'exploitation (Rbst format°),"{'Réel Jan 2022': '37 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '-38 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Chiffre d'affaire,1.2.12.,Charges de copro récupérables,"{'Réel Jan 2022': '22537 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '22537 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '37946 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '37946 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '-28968 €', 'Réel Jan 2023': '23577 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '32170 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '8592 €', 'Réel Jul 2023': '30674 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '30674 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '2583 €', 'Réel Jan 2024': '30872 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '31155 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '33484 €', 'Réel Aug 2024': '-322 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '33137 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '29431 €', 'Budget Jan 2025': '31267 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '31554 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '33913 €', 'Budget Aug 2025': '-326 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '33562 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '33825 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '33825 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '28996 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '33562 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '33000 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '33000 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '33000 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '33000 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Chiffre d'affaire,1.3.,Commission Agence TO,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '-1047 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '-391 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '-656 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '-160 €', 'Réel Jan 2023': '-20 €', 'Réel Feb 2023': '-150 €', 'Réel Mar 2023': '-179 €', 'Réel Apr 2023': '-179 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '-848 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '-407 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '-130 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '-2 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '-393 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '96 €', 'Réel Oct 2024': '-226 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '-1 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '-3 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '-670 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '164 €', 'Budget Oct 2025': '-386 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '-345 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '-520 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '-261 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '164 €', 'Prévision Oct 2025': '-386 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '-345 €', 'Budget Jan 2026': '-119 €', 'Budget Feb 2026': '-107 €', 'Budget Mar 2026': '-116 €', 'Budget Apr 2026': '-111 €', 'Budget May 2026': '-115 €', 'Budget Jun 2026': '-114 €', 'Budget Jul 2026': '-115 €', 'Budget Aug 2026': '-116 €', 'Budget Sep 2026': '-112 €', 'Budget Oct 2026': '-116 €', 'Budget Nov 2026': '-113 €', 'Budget Dec 2026': '-118 €'}"
Chiffre d'affaire,1.4.,IMPAYES,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '12578 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '-23793 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '-35577 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '-10810 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '-10810 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '-10810 €'}"
Chiffre d'affaire,1.4.1.,Impayés locataires,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '11841 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '-17737 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '-8137 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '-10810 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '-10810 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '-10810 €'}"
Chiffre d'affaire,1.4.2.,Impayés Apparthotels,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '737 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '-6056 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '-27440 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,2.,CHARGES D'IMMEUBLE DIRECTES,"{'Réel Jan 2022': '113102 €', 'Réel Feb 2022': '25643 €', 'Réel Mar 2022': '95519 €', 'Réel Apr 2022': '62063 €', 'Réel May 2022': '23530 €', 'Réel Jun 2022': '43562 €', 'Réel Jul 2022': '68310 €', 'Réel Aug 2022': '23100 €', 'Réel Sep 2022': '44575 €', 'Réel Oct 2022': '81771 €', 'Réel Nov 2022': '8165 €', 'Réel Dec 2022': '85297 €', 'Réel Jan 2023': '64636 €', 'Réel Feb 2023': '28196 €', 'Réel Mar 2023': '54017 €', 'Réel Apr 2023': '81287 €', 'Réel May 2023': '56282 €', 'Réel Jun 2023': '38954 €', 'Réel Jul 2023': '59706 €', 'Réel Aug 2023': '27265 €', 'Réel Sep 2023': '33326 €', 'Réel Oct 2023': '74305 €', 'Réel Nov 2023': '41732 €', 'Réel Dec 2023': '53523 €', 'Réel Jan 2024': '169961 €', 'Réel Feb 2024': '31446 €', 'Réel Mar 2024': '58914 €', 'Réel Apr 2024': '46456 €', 'Réel May 2024': '30930 €', 'Réel Jun 2024': '31147 €', 'Réel Jul 2024': '73152 €', 'Réel Aug 2024': '23408 €', 'Réel Sep 2024': '34643 €', 'Réel Oct 2024': '59631 €', 'Réel Nov 2024': '32224 €', 'Réel Dec 2024': '72003 €', 'Budget Jan 2025': '128298 €', 'Budget Feb 2025': '46156 €', 'Budget Mar 2025': '59723 €', 'Budget Apr 2025': '43904 €', 'Budget May 2025': '25489 €', 'Budget Jun 2025': '34266 €', 'Budget Jul 2025': '68888 €', 'Budget Aug 2025': '30342 €', 'Budget Sep 2025': '35579 €', 'Budget Oct 2025': '55907 €', 'Budget Nov 2025': '28153 €', 'Budget Dec 2025': '93912 €', 'Prévision Jan 2025': '54134 €', 'Prévision Feb 2025': '31990 €', 'Prévision Mar 2025': '58563 €', 'Prévision Apr 2025': '97155 €', 'Prévision May 2025': '29803 €', 'Prévision Jun 2025': '39860 €', 'Prévision Jul 2025': '96055 €', 'Prévision Aug 2025': '22451 €', 'Prévision Sep 2025': '37532 €', 'Prévision Oct 2025': '67671 €', 'Prévision Nov 2025': '29790 €', 'Prévision Dec 2025': '101865 €', 'Budget Jan 2026': '102514 €', 'Budget Feb 2026': '28242 €', 'Budget Mar 2026': '50173 €', 'Budget Apr 2026': '57354 €', 'Budget May 2026': '25080 €', 'Budget Jun 2026': '42573 €', 'Budget Jul 2026': '63333 €', 'Budget Aug 2026': '29281 €', 'Budget Sep 2026': '34167 €', 'Budget Oct 2026': '60469 €', 'Budget Nov 2026': '31570 €', 'Budget Dec 2026': '77522 €'}"
Charge,2.1.,FRAIS DE PERSONNEL,"{'Réel Jan 2022': '8556 €', 'Réel Feb 2022': '10998 €', 'Réel Mar 2022': '19345 €', 'Réel Apr 2022': '11742 €', 'Réel May 2022': '11108 €', 'Réel Jun 2022': '14427 €', 'Réel Jul 2022': '16407 €', 'Réel Aug 2022': '17686 €', 'Réel Sep 2022': '14688 €', 'Réel Oct 2022': '10101 €', 'Réel Nov 2022': '14469 €', 'Réel Dec 2022': '11579 €', 'Réel Jan 2023': '12953 €', 'Réel Feb 2023': '13123 €', 'Réel Mar 2023': '26377 €', 'Réel Apr 2023': '17964 €', 'Réel May 2023': '13345 €', 'Réel Jun 2023': '14247 €', 'Réel Jul 2023': '995 €', 'Réel Aug 2023': '11089 €', 'Réel Sep 2023': '11458 €', 'Réel Oct 2023': '11422 €', 'Réel Nov 2023': '12275 €', 'Réel Dec 2023': '18728 €', 'Réel Jan 2024': '20813 €', 'Réel Feb 2024': '9899 €', 'Réel Mar 2024': '21855 €', 'Réel Apr 2024': '12729 €', 'Réel May 2024': '16596 €', 'Réel Jun 2024': '9672 €', 'Réel Jul 2024': '13478 €', 'Réel Aug 2024': '11278 €', 'Réel Sep 2024': '17246 €', 'Réel Oct 2024': '12116 €', 'Réel Nov 2024': '10816 €', 'Réel Dec 2024': '11651 €', 'Budget Jan 2025': '32383 €', 'Budget Feb 2025': '13048 €', 'Budget Mar 2025': '22417 €', 'Budget Apr 2025': '11915 €', 'Budget May 2025': '11436 €', 'Budget Jun 2025': '12050 €', 'Budget Jul 2025': '12244 €', 'Budget Aug 2025': '11810 €', 'Budget Sep 2025': '16110 €', 'Budget Oct 2025': '11914 €', 'Budget Nov 2025': '11847 €', 'Budget Dec 2025': '35205 €', 'Prévision Jan 2025': '14181 €', 'Prévision Feb 2025': '11740 €', 'Prévision Mar 2025': '25018 €', 'Prévision Apr 2025': '16182 €', 'Prévision May 2025': '11444 €', 'Prévision Jun 2025': '13239 €', 'Prévision Jul 2025': '16083 €', 'Prévision Aug 2025': '12431 €', 'Prévision Sep 2025': '16262 €', 'Prévision Oct 2025': '12132 €', 'Prévision Nov 2025': '12101 €', 'Prévision Dec 2025': '35468 €', 'Budget Jan 2026': '12434 €', 'Budget Feb 2026': '9809 €', 'Budget Mar 2026': '17760 €', 'Budget Apr 2026': '12274 €', 'Budget May 2026': '9754 €', 'Budget Jun 2026': '12896 €', 'Budget Jul 2026': '15299 €', 'Budget Aug 2026': '13764 €', 'Budget Sep 2026': '9544 €', 'Budget Oct 2026': '10331 €', 'Budget Nov 2026': '9880 €', 'Budget Dec 2026': '11906 €'}"
Charge,2.1.1.,Salaires,"{'Réel Jan 2022': '4146 €', 'Réel Feb 2022': '4170 €', 'Réel Mar 2022': '4254 €', 'Réel Apr 2022': '4633 €', 'Réel May 2022': '3908 €', 'Réel Jun 2022': '4698 €', 'Réel Jul 2022': '4698 €', 'Réel Aug 2022': '4698 €', 'Réel Sep 2022': '2933 €', 'Réel Oct 2022': '2800 €', 'Réel Nov 2022': '2795 €', 'Réel Dec 2022': '2794 €', 'Réel Jan 2023': '2740 €', 'Réel Feb 2023': '2740 €', 'Réel Mar 2023': '3748 €', 'Réel Apr 2023': '4844 €', 'Réel May 2023': '4844 €', 'Réel Jun 2023': '4844 €', 'Réel Jul 2023': '-3926 €', 'Réel Aug 2023': '2845 €', 'Réel Sep 2023': '2845 €', 'Réel Oct 2023': '3781 €', 'Réel Nov 2023': '4122 €', 'Réel Dec 2023': '4126 €', 'Réel Jan 2024': '6448 €', 'Réel Feb 2024': '6280 €', 'Réel Mar 2024': '7006 €', 'Réel Apr 2024': '6425 €', 'Réel May 2024': '10691 €', 'Réel Jun 2024': '5788 €', 'Réel Jul 2024': '7595 €', 'Réel Aug 2024': '6158 €', 'Réel Sep 2024': '7081 €', 'Réel Oct 2024': '6666 €', 'Réel Nov 2024': '6681 €', 'Réel Dec 2024': '7571 €', 'Budget Jan 2025': '7452 €', 'Budget Feb 2025': '7451 €', 'Budget Mar 2025': '7606 €', 'Budget Apr 2025': '7606 €', 'Budget May 2025': '7606 €', 'Budget Jun 2025': '7606 €', 'Budget Jul 2025': '7606 €', 'Budget Aug 2025': '7606 €', 'Budget Sep 2025': '7606 €', 'Budget Oct 2025': '7606 €', 'Budget Nov 2025': '7605 €', 'Budget Dec 2025': '7603 €', 'Prévision Jan 2025': '7024 €', 'Prévision Feb 2025': '7390 €', 'Prévision Mar 2025': '6872 €', 'Prévision Apr 2025': '7315 €', 'Prévision May 2025': '6708 €', 'Prévision Jun 2025': '6668 €', 'Prévision Jul 2025': '7465 €', 'Prévision Aug 2025': '7323 €', 'Prévision Sep 2025': '8873 €', 'Prévision Oct 2025': '8847 €', 'Prévision Nov 2025': '8804 €', 'Prévision Dec 2025': '8601 €', 'Budget Jan 2026': '6677 €', 'Budget Feb 2026': '6677 €', 'Budget Mar 2026': '6677 €', 'Budget Apr 2026': '6677 €', 'Budget May 2026': '6677 €', 'Budget Jun 2026': '6677 €', 'Budget Jul 2026': '6677 €', 'Budget Aug 2026': '6677 €', 'Budget Sep 2026': '6677 €', 'Budget Oct 2026': '6677 €', 'Budget Nov 2026': '6677 €', 'Budget Dec 2026': '6677 €'}"
Charge,2.1.2.,Charges sur salaires,"{'Réel Jan 2022': '1036 €', 'Réel Feb 2022': '1064 €', 'Réel Mar 2022': '3151 €', 'Réel Apr 2022': '1275 €', 'Réel May 2022': '660 €', 'Réel Jun 2022': '1151 €', 'Réel Jul 2022': '1168 €', 'Réel Aug 2022': '1076 €', 'Réel Sep 2022': '782 €', 'Réel Oct 2022': '822 €', 'Réel Nov 2022': '823 €', 'Réel Dec 2022': '817 €', 'Réel Jan 2023': '787 €', 'Réel Feb 2023': '815 €', 'Réel Mar 2023': '3736 €', 'Réel Apr 2023': '1086 €', 'Réel May 2023': '669 €', 'Réel Jun 2023': '1024 €', 'Réel Jul 2023': '-1799 €', 'Réel Aug 2023': '843 €', 'Réel Sep 2023': '824 €', 'Réel Oct 2023': '1024 €', 'Réel Nov 2023': '2935 €', 'Réel Dec 2023': '1102 €', 'Réel Jan 2024': '1377 €', 'Réel Feb 2024': '1285 €', 'Réel Mar 2024': '3814 €', 'Réel Apr 2024': '1965 €', 'Réel May 2024': '3783 €', 'Réel Jun 2024': '964 €', 'Réel Jul 2024': '1755 €', 'Réel Aug 2024': '1235 €', 'Réel Sep 2024': '1243 €', 'Réel Oct 2024': '1497 €', 'Réel Nov 2024': '1426 €', 'Réel Dec 2024': '1764 €', 'Budget Jan 2025': '1932 €', 'Budget Feb 2025': '2104 €', 'Budget Mar 2025': '4945 €', 'Budget Apr 2025': '2154 €', 'Budget May 2025': '1953 €', 'Budget Jun 2025': '1950 €', 'Budget Jul 2025': '2138 €', 'Budget Aug 2025': '1997 €', 'Budget Sep 2025': '2109 €', 'Budget Oct 2025': '2217 €', 'Budget Nov 2025': '2095 €', 'Budget Dec 2025': '2098 €', 'Prévision Jan 2025': '1908 €', 'Prévision Feb 2025': '2225 €', 'Prévision Mar 2025': '7462 €', 'Prévision Apr 2025': '2489 €', 'Prévision May 2025': '2078 €', 'Prévision Jun 2025': '2099 €', 'Prévision Jul 2025': '2166 €', 'Prévision Aug 2025': '2501 €', 'Prévision Sep 2025': '2677 €', 'Prévision Oct 2025': '2707 €', 'Prévision Nov 2025': '2561 €', 'Prévision Dec 2025': '2567 €', 'Budget Jan 2026': '2066 €', 'Budget Feb 2026': '1985 €', 'Budget Mar 2026': '4307 €', 'Budget Apr 2026': '2066 €', 'Budget May 2026': '1985 €', 'Budget Jun 2026': '1985 €', 'Budget Jul 2026': '2066 €', 'Budget Aug 2026': '1985 €', 'Budget Sep 2026': '1985 €', 'Budget Oct 2026': '2066 €', 'Budget Nov 2026': '1985 €', 'Budget Dec 2026': '1985 €'}"
